event_date,event_time,event_name,user_pseudo_id,ga_session_id,item_id,item_name,item_brand,item_category,price,quantity,item_revenue,transaction_id
2020-11-01,2020-11-01 03:06:29.332565 UTC,add_to_cart,38667235.6063036755,2859801844,9196856,Android Iconic Hat Black,Android,Home/Apparel/,16.0,1,,
2020-11-01,2020-11-01 03:06:29.332565 UTC,add_to_cart,38667235.6063036755,2859801844,GGCOGXXX1609,Google Land & Sea French Terry Sweatshirt,(not set),Home/Apparel/,55.0,,,
2020-11-01,2020-11-01 03:06:29.332565 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEAHPB131110,Android Iconic Hat Black,(not set),Home/Apparel/,16.0,,,
2020-11-01,2020-11-01 03:06:29.332565 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEGAEB105210,Google Crew Socks,(not set),Home/Apparel/,16.0,,,
2020-11-01,2020-11-01 03:06:29.332565 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEGAPH161899,Google Land & Sea Cotton Cap,(not set),Home/Apparel/,17.0,,,
2020-11-01,2020-11-01 03:06:29.332565 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEGXXX1038,Google F/C Long Sleeve Tee Charcoal,(not set),Home/Apparel/,30.0,,,
2020-11-01,2020-11-01 03:06:29.332565 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEGXXX1189,Google Eco Tee Black,(not set),Home/Apparel/,22.0,,,
2020-11-01,2020-11-01 03:06:29.332565 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEGXXX1343,Google Heather Green Speckled Tee,(not set),Home/Apparel/,30.0,,,
2020-11-01,2020-11-01 03:06:29.332565 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEGXXX1344,Google Navy Speckled Tee,(not set),Home/Apparel/,30.0,,,
2020-11-01,2020-11-01 03:06:29.332565 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEGXXX1353,Google Infant Hero Onesie Grey,(not set),Home/Apparel/,25.0,,,
2020-11-01,2020-11-01 03:06:29.332565 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEGXXX1613,Super G Unisex Joggers,(not set),Home/Apparel/,37.0,,,
2020-11-01,2020-11-01 03:06:29.332565 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEYXXX1203,YouTube Icon Tee Grey,(not set),Home/Apparel/,22.0,,,
2020-11-01,2020-11-01 03:09:47.244352 UTC,add_to_cart,38667235.6063036755,2859801844,GGCOGXXX1609,Google Land & Sea French Terry Sweatshirt,(not set),Home/Apparel/,55.0,,,
2020-11-01,2020-11-01 03:09:47.244352 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEAHPB131110,Android Iconic Hat Black,(not set),Home/Apparel/,16.0,,,
2020-11-01,2020-11-01 03:09:47.244352 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEAHPL131010,Android Iconic Hat White,(not set),Apparel,16.0,,,
2020-11-01,2020-11-01 03:09:47.244352 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEGAEB105210,Google Crew Socks,(not set),Home/Apparel/,16.0,,,
2020-11-01,2020-11-01 03:09:47.244352 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEGAPH161899,Google Land & Sea Cotton Cap,(not set),Home/Apparel/,17.0,,,
2020-11-01,2020-11-01 03:09:47.244352 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEGXXX1038,Google F/C Long Sleeve Tee Charcoal,(not set),Home/Apparel/,30.0,,,
2020-11-01,2020-11-01 03:09:47.244352 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEGXXX1189,Google Eco Tee Black,(not set),Home/Apparel/,22.0,,,
2020-11-01,2020-11-01 03:09:47.244352 UTC,add_to_cart,38667235.6063036755,2859801844,GGOEGXXX1343,Google Heather Green Speckled Tee,(not set),Home/Apparel/,30.0,,,
2020-11-23,2020-11-23 10:57:31.059957 UTC,begin_checkout,17321543.6104652631,5836013698,9195032,Google Camp Mug Ivory,Google,Drinkware,10.0,1,,(not set)
2020-11-23,2020-11-23 11:02:00.383044 UTC,begin_checkout,17321543.6104652631,5836013698,9195032,Google Camp Mug Ivory,Google,Drinkware,10.0,1,,(not set)
2020-11-23,2020-11-23 11:03:06.521043 UTC,begin_checkout,17321543.6104652631,5836013698,9195032,Google Camp Mug Ivory,Google,Drinkware,10.0,1,,(not set)
2020-11-23,2020-11-23 13:28:01.978832 UTC,begin_checkout,53565544.1513080712,5099526372,9196652,Google Heathered Pom Beanie,Google,New,12.0,1,,(not set)
2020-11-23,2020-11-23 13:28:01.978832 UTC,begin_checkout,53565544.1513080712,5099526372,9197004,Google Austin Campus Mug,Google,Campus Collection,7.0,1,,(not set)
2020-11-23,2020-11-23 14:01:26.814695 UTC,begin_checkout,4555057175.0370214613,9729224000,9188192,YouTube Twill Sandwich Cap Black,YouTube,Apparel,13.0,1,,(not set)
2020-11-23,2020-11-23 14:32:48.797924 UTC,begin_checkout,6100598.4141104935,1589772798,9188192,YouTube Twill Sandwich Cap Black,YouTube,Apparel,13.0,1,,(not set)
2020-11-23,2020-11-23 15:54:07.314438 UTC,begin_checkout,60865680.9694385103,4377120559,9196628,Google Navy Speckled Tee,Google,Apparel,24.0,1,,(not set)
2020-11-23,2020-11-23 15:58:40.606747 UTC,begin_checkout,7750159.6505312378,6047344571,9180819,Google Laptop and Cell Phone Stickers,Google,Google,2.0,1,,(not set)
2020-11-23,2020-11-23 15:58:40.606747 UTC,begin_checkout,7750159.6505312378,6047344571,9196653,Google Speckled Beanie Navy,Google,New,16.0,1,,(not set)
2020-11-23,2020-11-23 15:58:40.606747 UTC,begin_checkout,7750159.6505312378,6047344571,9199224,Google Land & Sea Nalgene Water Bottle,Google,Drinkware,20.0,1,,(not set)
2020-11-23,2020-11-23 15:59:11.493602 UTC,begin_checkout,7750159.6505312378,6047344571,9180819,Google Laptop and Cell Phone Stickers,Google,Google,2.0,1,,(not set)
2020-11-23,2020-11-23 15:59:11.493602 UTC,begin_checkout,7750159.6505312378,6047344571,9196653,Google Speckled Beanie Navy,Google,New,16.0,1,,(not set)
2020-11-23,2020-11-23 15:59:11.493602 UTC,begin_checkout,7750159.6505312378,6047344571,9199224,Google Land & Sea Nalgene Water Bottle,Google,Drinkware,20.0,1,,(not set)
2020-11-23,2020-11-23 16:15:53.769421 UTC,begin_checkout,11138573.6605521235,1774223475,9195712,YouTube Leather Strap Hat Black,YouTube,Apparel,12.0,1,,(not set)
2020-11-23,2020-11-23 16:25:41.704325 UTC,begin_checkout,70430928.9867363250,5248174392,9196628,Google Navy Speckled Tee,Google,Apparel,24.0,1,,(not set)
2020-11-23,2020-11-23 16:26:52.265593 UTC,begin_checkout,70430928.9867363250,5248174392,9196628,Google Navy Speckled Tee,Google,Apparel,24.0,1,,(not set)
2020-11-23,2020-11-23 16:31:54.501601 UTC,begin_checkout,70430928.9867363250,5248174392,9196628,Google Navy Speckled Tee,Google,Apparel,24.0,1,,(not set)
2020-11-23,2020-11-23 16:35:56.635573 UTC,begin_checkout,61075770.3143256951,3448382647,9184981,Google Small Standard Journal Navy,Google,Lifestyle,5.0,3,,(not set)
2020-11-23,2020-11-23 16:35:56.635573 UTC,begin_checkout,61075770.3143256951,3448382647,9195198,Google F/C Longsleeve Charcoal,Google,Apparel,24.0,1,,(not set)
2020-11-01,2020-11-01 00:27:14.469608 UTC,purchase,36638696.4029295753,6944996097,9195959,Google Large Tote White,Google,Bags,13.0,1,13.0,
2020-11-01,2020-11-01 00:27:14.469608 UTC,purchase,36638696.4029295753,6944996097,9196624,Google Heather Green Speckled Tee,Google,Apparel,21.0,1,21.0,
2020-11-01,2020-11-01 01:44:44.942033 UTC,purchase,2422026.0165722609,9417724700,9180823,Google Mini Kick Ball,Google,Fun,2.0,1,2.0,
2020-11-01,2020-11-01 01:44:44.942033 UTC,purchase,2422026.0165722609,9417724700,9196875,Google KeepCup,Google,New,35.0,2,70.0,
2020-11-01,2020-11-01 04:11:11.477055 UTC,purchase,1494018.5183133777,2370426788,9196843,Android Iconic Backpack,Android,New,25.0,1,25.0,
2020-11-01,2020-11-01 06:17:40.454067 UTC,purchase,3297046.6509553424,9374149941,9190334,YouTube Crew Socks,YouTube,Apparel,16.0,1,16.0,
2020-11-01,2020-11-01 06:17:40.454067 UTC,purchase,3297046.6509553424,9374149941,9195802,YouTube Icon Tee Grey,YouTube,Apparel,22.0,1,22.0,
2020-11-01,2020-11-01 06:17:40.454067 UTC,purchase,3297046.6509553424,9374149941,9196409,Android Garden Tee Orange,Android,Apparel,20.0,1,20.0,
2020-11-01,2020-11-01 06:17:40.454067 UTC,purchase,3297046.6509553424,9374149941,9196808,Android Pocket Tee Green,Android,Apparel,29.0,1,29.0,
2020-11-01,2020-11-01 09:53:30.531712 UTC,purchase,6828468.1695203512,7978541359,9197398,Google LA Campus Sticker,Google,Campus Collection,1.0,3,3.0,
2020-11-01,2020-11-01 09:53:30.531712 UTC,purchase,6828468.1695203512,7978541359,9197400,Google LA Campus Mug,Google,,7.0,2,13.0,
2020-11-01,2020-11-01 09:53:30.531712 UTC,purchase,6828468.1695203512,7978541359,9197427,Google SF Campus Mug,Google,Campus Collection,7.0,2,13.0,
2020-11-01,2020-11-01 09:53:30.531712 UTC,purchase,6828468.1695203512,7978541359,9198448,Daddy Works at Google Book,,Small Goods,16.0,1,16.0,
2020-11-01,2020-11-01 11:06:54.747533 UTC,purchase,33027284.2974994612,3130409540,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2.0,1,2.0,
2020-11-01,2020-11-01 11:06:54.747533 UTC,purchase,33027284.2974994612,3130409540,9195293,Candy Cane Android Cardboard Sculpture,Android,Accessories,8.0,1,8.0,
2020-11-01,2020-11-01 11:06:54.747533 UTC,purchase,33027284.2974994612,3130409540,9195296,Android Super Hero 3D Framed Art,Android,Accessories,16.0,1,16.0,
2020-11-01,2020-11-01 11:06:54.747533 UTC,purchase,33027284.2974994612,3130409540,9196801,Android Iconic Glass Bottle Green,Android,Clearance,13.0,1,13.0,
2020-11-01,2020-11-01 11:06:54.747533 UTC,purchase,33027284.2974994612,3130409540,9196863,Google Hemp Tote,Google,Clearance,12.0,1,12.0,
2020-11-01,2020-11-01 11:06:54.747533 UTC,purchase,33027284.2974994612,3130409540,9196923,Google Cambridge Campus Bottle,Google,Campus Collection,11.0,1,11.0,
2020-11-01,2020-11-01 12:18:34.445270 UTC,purchase,38686208.2125603721,1624570787,9190334,YouTube Crew Socks,YouTube,Apparel,16.0,1,16.0,
2020-11-01,2020-11-01 00:07:50.895046 UTC,view_item,3380520.8884755581,6568989672,GGOEGXXX0904,Google Tee Red,(not set),Men's T-Shirts/,22.0,,,
2020-11-01,2020-11-01 00:07:50.895046 UTC,view_item,3380520.8884755581,6568989672,GGOEGXXX0905,Google Tee Yellow,(not set),Men's T-Shirts/,22.0,,,
2020-11-01,2020-11-01 00:07:50.895046 UTC,view_item,3380520.8884755581,6568989672,GGOEGXXX0906,Google Tee Green,(not set),Men's T-Shirts/,22.0,,,
2020-11-01,2020-11-01 00:07:50.895046 UTC,view_item,3380520.8884755581,6568989672,GGOEGXXX0907,Google Tee Blue,(not set),Men's T-Shirts/,22.0,,,
2020-11-01,2020-11-01 00:07:50.895046 UTC,view_item,3380520.8884755581,6568989672,GGOEGXXX1023,Google Black Tee,(not set),Men's T-Shirts/,22.0,,,
2020-11-01,2020-11-01 00:07:50.895046 UTC,view_item,3380520.8884755581,6568989672,GGOEGXXX1038,Google F/C Long Sleeve Tee Charcoal,(not set),Men's T-Shirts/,30.0,,,
2020-11-01,2020-11-01 00:07:50.895046 UTC,view_item,3380520.8884755581,6568989672,GGOEGXXX1039,Google F/C Long Sleeve Tee Ash,(not set),Men's T-Shirts/,30.0,,,
2020-11-01,2020-11-01 00:07:50.895046 UTC,view_item,3380520.8884755581,6568989672,GGOEGXXX1040,Google Tudes Recycled Tee,(not set),Men's T-Shirts/,30.0,,,
2020-11-01,2020-11-01 00:07:50.895046 UTC,view_item,3380520.8884755581,6568989672,GGOEGXXX1042,Google Tonal Tee Spearmint,(not set),Men's T-Shirts/,22.0,,,
2020-11-01,2020-11-01 00:07:50.895046 UTC,view_item,3380520.8884755581,6568989672,GGOEGXXX1043,Google Tonal Tee Coral,(not set),Men's T-Shirts/,22.0,,,
2020-11-01,2020-11-01 00:07:50.895046 UTC,view_item,3380520.8884755581,6568989672,GGOEGXXX1175,Google Pocket Tee Grey,(not set),Men's T-Shirts/,29.0,,,
2020-11-01,2020-11-01 00:07:50.895046 UTC,view_item,3380520.8884755581,6568989672,GGOEGXXX1253,Google Unisex Pride Eco-Tee Black,(not set),Men's T-Shirts,22.0,,,
2020-11-01,2020-11-01 00:10:35.593253 UTC,view_item,36638696.4029295753,6944996097,GGOEAXXX1298,Android Pocket Toddler Tee White,(not set),Home/Apparel/Kids/,23.0,,,
2020-11-01,2020-11-01 00:10:35.593253 UTC,view_item,36638696.4029295753,6944996097,GGOEAXXX1300,Android Pocket Onesie White,(not set),Home/Apparel/Kids/,22.0,,,
2020-11-01,2020-11-01 00:10:35.593253 UTC,view_item,36638696.4029295753,6944996097,GGOEGXXX1131,Google Youth FC Longsleeve Charcoal,(not set),Home/Apparel/Kids/,30.0,,,
2020-11-01,2020-11-01 00:10:35.593253 UTC,view_item,36638696.4029295753,6944996097,GGOEGXXX1133,Google Toddler FC Tee Charcoal,(not set),Home/Apparel/Kids/,25.0,,,
2020-11-01,2020-11-01 00:10:35.593253 UTC,view_item,36638696.4029295753,6944996097,GGOEGXXX1135,Google Infant Charcoal Onesie,(not set),Home/Apparel/Kids/,25.0,,,
2020-11-01,2020-11-01 00:10:35.593253 UTC,view_item,36638696.4029295753,6944996097,GGOEGXXX1136,Google Toddler FC Zip Hoodie,(not set),Home/Apparel/Kids/,35.0,,,
2020-11-01,2020-11-01 00:10:35.593253 UTC,view_item,36638696.4029295753,6944996097,GGOEGXXX1137,Google Youth FC Zip Hoodie,Google,Home/Apparel/Kids/,45.0,,,
2020-11-01,2020-11-01 00:10:35.593253 UTC,view_item,36638696.4029295753,6944996097,GGOEGXXX1137,Google Youth FC Zip Hoodie,(not set),Home/Apparel/Kids/,45.0,,,
